active,adjustment,adventurous,aggressive,agreeableness,ambitious,anxious,artistic,assertive,body_focus,cautious,cheerful,cold,conscientiousness,cooperative,depression,disciplined,dutiful,emotionally_aware,empathetic,energetic,extraversion,family_oriented,food_focus,friend_focus,friendly,generous,genuine,happiness,health_oriented,humble,imaginative,impulsive,independent,insecure,intellectual,leisure_oriented,liberal,melancholy,money_oriented,netspeak_focus,neuroticism,openness,organized,party,persuasive,power_driven,religion_oriented,reward_bias,self_assured,self_conscious,sexual_focus,sociable,social_skills,stressed,thinking_style,trusting,type_a,work_oriented,workhorse
26.817832681426413,49.73781615551054,24.37077479881656,75.73665185722888,4.110447904087796,74.9384261770323,94.00274282768248,56.98853128253545,87.62719305254616,57.707025141771744,96.35985374681277,7.0832480318609425,26.694329837911084,97.31388388579472,38.83137476202302,99.0,90.6760875169858,93.36212926149508,3.2417413701730675,7.839066650312831,8.769220350310194,14.650034491536328,26.75377291397796,45.78482768137677,30.301344646823317,16.60100840057809,9.836314032051447,10.405155301681608,7.731663173905803,98.03762661515684,23.143661606456753,34.9929410767878,9.20951061940409,97.1804214125922,36.145494583859225,59.02028225586101,51.25674681662068,44.59001626308882,93.28128895180751,94.5646786277211,25.5790216976873,95.40332681598179,17.702268103817364,92.70371923181693,democrats,70.56320558203622,99.0,44.77298710992311,1.0,26.441612070432235,89.65506384559883,89.57019794390975,61.52086316927434,21.06746044467683,99.0,99.0,20.67811580772955,99.0,84.07462308539698,82.61505517365569
37.52138492784759,80.41811163997221,27.132195014677432,72.29796665897472,8.18315654228677,65.92909397181798,97.3454677876018,48.369993510422894,89.82684256552332,33.99982218333072,96.19432348539071,15.69111668323321,18.130361083145544,97.9996608322988,49.16256264394302,95.0700562970684,87.64664493771373,97.09840513851145,2.8504560220537876,10.786445319472508,24.478690859779988,35.72860860248969,69.13115681083676,55.041301188888866,75.34555092062753,24.16747702499898,14.524042247661686,15.242329369522235,27.528419875164104,95.7921328674207,25.26577501450142,33.73370083819739,7.449018140367118,89.32115512738737,48.15217483555028,52.93422366108814,58.89003430228095,61.107592051613736,88.6086491171275,96.77140760498715,23.812132689852675,95.62628553064675,18.736175592581514,90.30665032959291,democrats,88.33924670168216,96.78462282129819,64.55621624683016,1.0,39.08926532446868,92.2850038752748,99.0,80.95503714063335,58.6394259954026,99.0,99.0,38.590493555792314,98.6786404326325,84.07462308539698,73.00220721254306
44.09595047962721,72.3918757895053,45.3777229699994,71.75902540036027,10.662675575665089,94.17861979906428,94.60518361222634,47.7712542613775,85.9794783695242,39.8124498011037,95.24177049890757,16.661814910476398,15.91018327337251,98.83177209106198,47.60146975272115,93.445075713581,87.35664896316253,96.39464116697363,4.18197136754393,13.412522175773208,7.2854216477870954,27.07584259541242,57.14221084822119,39.45998787625511,81.28800656745646,15.879172033504936,16.685370896268985,23.168202233217873,58.874637043329514,99.0,20.4230041571553,15.578416749991844,11.93121950764277,88.77612011877707,30.453202681519613,51.506921919763535,65.27425961847779,30.050782203946433,73.0966100497299,87.55584239929502,28.65851242205327,90.02338602818989,10.316545935191392,91.81431228362185,democrats,85.01308239026206,99.0,35.14827527205458,3.009573863636365,41.0830891039755,86.7846202463758,38.59850307933812,78.76032161121547,24.765827623838774,99.0,99.0,32.70932742182638,99.0,84.07462308539698,97.56628549100566
45.66706408372873,60.49330124909875,19.528945749674847,88.02150593544586,3.907291238275254,86.38589078995724,98.4859631910641,29.027873303907587,89.35099525749204,46.41679326703819,97.27771595447179,16.009928963040224,40.36045488650147,98.04545659443029,32.92883529462752,94.54797488125566,86.96763036050406,94.14849387895806,1.4251266542275471,7.732317219982694,5.713838236862776,29.480568942783346,34.42668651609528,47.19627977445057,43.17434225754161,17.09234291319961,12.866790533612543,8.637024858530566,28.810897111309664,71.74441210796269,15.423252066377659,23.449022575557702,9.91461709485713,86.81654422263878,54.12829186448318,53.308669324246054,49.752700072387675,18.477334999691855,77.34206701786248,94.22007429193005,26.936192567446696,97.66167236522276,3.7667328235353477,90.69567453126537,democrats,68.1498804087193,99.0,52.03929789188233,1.1975312639260254,35.46022320513977,96.80079488723099,38.59850307933812,85.3672422064204,22.26303601683296,99.0,98.81160784683414,16.240306373084838,99.0,84.07462308539698,95.36389369878404
30.299506439487484,40.128813376771774,9.054654497996165,93.54498274374389,1.1043683556478299,72.83155513413325,99.0,59.58563392598758,87.60712165446066,39.865328097624705,99.0,6.794196364871012,40.46544043294281,98.0309280672483,20.155738035128856,98.8495397153694,87.6976011803751,93.26241804073422,1.627249805955723,5.737112022162082,8.606577733539156,15.398168456826852,65.20170358825445,50.1665289968282,64.27557498481464,9.665492487124595,9.517299708633406,1.499651009422289,12.72954727942282,89.14105704063527,17.43786443649719,35.561633354289256,10.284915514112512,88.77389501878424,82.7387541118473,54.11065801444897,48.18129902057389,24.605064371873603,95.1241268044101,87.69139949284325,25.37556410283947,99.0,7.360543320173578,92.31779518010943,democrats,60.52382435401128,99.0,52.46535948345988,1.8687876002673809,31.21938224657341,99.0,38.59850307933812,73.19681651168013,7.750195202163999,99.0,99.0,5.703971088703512,99.0,84.07462308539698,99.0
21.74286073145507,29.78399732702036,24.169145583656885,94.01279990189039,3.8677335461131306,72.95400980750324,96.62700104524049,53.4961199109782,76.26814693428004,61.238563327256536,96.77369559420842,7.281800924406738,41.129448211863675,95.39438755912732,17.846288119737345,99.0,79.06739319895473,88.63133047314143,2.0578906791504665,5.196346179092538,4.722856738782889,7.938268728372127,71.63895737278241,42.12508723426984,57.56877420974958,11.049862939111692,8.513641730836074,17.615166814941368,13.870059526559794,82.22154055615425,19.760878289775736,34.293950562855535,8.644572805708583,92.11336507312342,71.15312399915052,55.415847984624136,48.23468425072607,34.4116890297195,93.40731075674907,75.64518193807787,23.812132689852675,98.2712877085425,13.36058973603067,90.72839694698467,democrats,70.04863554448552,98.05515902249347,43.672193768786414,1.0,32.43862764053341,93.72021828590708,65.51995090032699,53.88397758060101,8.917162432288634,99.0,98.29792200834997,18.176473877207382,99.0,84.07462308539698,92.78612131489773
20.167479482386,48.49837047812522,14.179947910851908,90.74997685884736,2.8791455266021413,62.968706677797705,98.12687055250831,43.887983119558335,77.14976282469458,40.01135997199962,98.35261186106526,6.626603510609829,12.118997884690065,98.06154419790126,23.641435688574987,99.0,85.58673532214466,94.84698449467977,1.9153755645717148,6.336829187583596,3.308804624755414,6.183521429458609,90.80980163989769,39.497350721731586,64.61885746462056,12.50629691292777,9.181576674713185,9.401259010625767,17.00474477877646,69.6031795179213,19.12461260894195,45.035457775657655,6.147342568650989,70.60159461019897,68.95459308684258,45.52389227856735,69.82459943659818,17.835364468741925,95.01691544195202,81.8084193578441,23.812132689852675,99.0,8.342520853433541,95.7866267028334,democrats,59.56632557437879,99.0,88.18286162739419,1.643901445521391,29.23429507751353,98.0900644496689,38.59850307933812,40.4947707471113,11.329412930165567,99.0,98.77562720166299,10.67924897195735,99.0,84.07462308539698,97.90016227858764
53.15714350375956,54.80339504755178,39.217260484480526,81.47438953532001,20.072373125519817,75.48341912438069,93.0625152579309,40.28006645696745,67.36514186931623,47.4201078054013,89.44885571038768,46.62617890780556,7.177241783514846,86.55129002995174,58.5237527806949,70.69530179741687,65.26197753289378,87.18685499353398,7.5184460651654055,20.760827188937746,29.220434292154525,48.72648193377455,78.42990015239262,40.89453754925272,79.82098952019808,36.80937438812867,26.12681168194263,37.52852342897342,57.992678075847614,68.17849909249111,14.516054935411297,22.163857187677117,35.40854562966161,75.24344399998277,39.16176044694586,51.37839252695541,85.11674050607884,26.26818551920514,73.51335120338217,80.41777858012911,28.789247945626645,94.97596374954189,11.42314471331307,66.95759803318704,democrats,78.95738387372788,90.0138920061335,35.14827527205458,41.11673222610722,29.403477611008356,88.0094162278521,77.76076997204373,64.74909441677897,31.814609532513686,99.0,97.975550332155,37.83121985403994,99.0,84.07462308539698,78.66963586881508
62.999278835908164,62.93366691253199,45.5950109357741,53.129127794167914,37.05612780642542,61.51776227449983,88.65557857392977,51.39011481616656,79.46732933268768,36.92295117090327,65.68474597899711,46.94962560292359,13.045296199399269,84.15026172049967,83.15775278864841,53.09113967748955,84.28432323545856,87.25470392178848,17.39399475046692,29.383525220926074,37.89681490451804,67.07463323032054,57.4426820825757,40.991005100253396,51.497269421866044,53.228103063012746,40.11881808594323,27.39040430627182,51.131806684059555,43.67813435680595,48.47165667308631,29.935909411341353,34.04836772000584,72.5027037471101,33.129137875455434,52.93777496971758,55.041201512429645,14.443301022255033,74.06878728426327,93.55542574327934,34.46862345143348,85.45145976108103,18.359758045094566,75.47801299126304,democrats,91.1260868047088,89.47371959739657,48.65181056425691,48.476056818181824,26.530365665230104,77.20297139448273,38.59850307933812,83.64882363566176,53.09340054293252,96.75067908183905,88.66363282310505,81.73342148912988,98.06780246345569,84.07462308539698,37.28202116453152
56.30192186010223,2.2677754561486783,34.10900221144429,85.2701793304073,14.72625415341354,66.43838895312668,83.59801538547238,64.8095417905004,76.41439429100163,62.06786963134378,90.97400851562857,17.48932798993881,84.61397710969052,86.23207440303736,28.06936890461764,92.60088919162493,78.77208045837854,71.98381113380869,24.57127986976869,18.292471444540745,38.11124541635964,37.146418838596425,56.869984977934344,55.11627978434005,53.487426285002066,31.305732521282973,25.7014953897066,16.709602702257044,15.917379994227439,52.58861743934868,50.197595296728906,24.385722525634602,13.877673420654945,91.59587773527713,64.39810547656909,62.13521716050569,46.55167735076229,70.53103891025039,68.89782958446094,84.67912478341322,29.389674788806975,84.82716512917585,32.48692052554473,73.13693501341136,democrats,48.21354870247638,87.31775536211997,35.14827527205458,16.019557291666665,51.94842978635429,81.09270671044838,81.20417028605661,36.34447644368118,10.076846177530095,94.29068918404009,88.87357585383155,22.148375956511217,98.44859692937383,84.07462308539698,52.48118026729218
