AllPunc,Apostro,Colon,Comma,Dash,Exclam,OtherP,Parenth,Period,QMark,Quote,SemiC,achieve,adj,adverb,affect,affiliation,anger,anx,article,assent,auxverb,bio,body,cause,certain,cogproc,compare,conj,death,differ,discrep,drives,family,feel,female,filler,focusfuture,focuspast,focuspresent,friend,function,health,hear,home,i,informal,ingest,insight,interrog,ipron,leisure,male,money,motion,negate,negemo,netspeak,nonflu,number,party,percept,posemo,power,ppron,prep,pronoun,quant,relativ,relig,reward,risk,sad,see,sexual,shehe,social,space,swear,tentat,they,time,userid,verb,we,work,you
0.08245243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08245243,0.0,0.0,0.0,0.027484143,0.029598309,0.021141648,0.05073996,0.054968286,0.010570824,0.0021141649,0.03805497,0.0,0.042283297,0.01268499,0.0021141649,0.014799154,0.014799154,0.069767445,0.016913319,0.031712472,0.0021141649,0.010570824,0.01268499,0.14587738,0.010570824,0.0,0.0084566595,0.0,0.01268499,0.014799154,0.08245243,0.0,0.32346722,0.006342495,0.0,0.006342495,0.0,0.0042283298,0.0042283298,0.016913319,0.0042283298,0.016913319,0.006342495,0.0042283298,0.010570824,0.014799154,0.0021141649,0.01268499,0.0021141649,0.0,0.0084566595,democrats,0.0084566595,0.03805497,0.054968286,0.046511628,0.14164905,0.063424945,0.0084566595,0.12473573,0.0,0.006342495,0.016913319,0.0,0.0084566595,0.0,0.006342495,0.093023255,0.07610994,0.0,0.01268499,0.0,0.033826638,RepDarrenSoto10,0.10993657,0.031712472,0.042283297,0.0084566595
0.084070794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084070794,0.0,0.0,0.0,0.026548672,0.03539823,0.017699115,0.059734512,0.046460178,0.0022123894,0.0,0.03761062,0.0,0.03761062,0.011061947,0.0022123894,0.006637168,0.0088495575,0.03318584,0.013274336,0.024336284,0.006637168,0.0022123894,0.0088495575,0.13053097,0.0022123894,0.0,0.0,0.0,0.015486726,0.015486726,0.07079646,0.0,0.36725664,0.0088495575,0.0,0.0022123894,0.006637168,0.0022123894,0.0022123894,0.0044247787,0.0044247787,0.026548672,0.0044247787,0.0022123894,0.013274336,0.013274336,0.0022123894,0.015486726,0.0022123894,0.0,0.03318584,democrats,0.0044247787,0.044247787,0.044247787,0.057522126,0.17256637,0.084070794,0.0088495575,0.13495575,0.0044247787,0.019911505,0.015486726,0.006637168,0.0044247787,0.0,0.0,0.07743363,0.07079646,0.0,0.011061947,0.0044247787,0.050884955,RepDarrenSoto11,0.088495575,0.03318584,0.046460178,0.013274336
0.07725322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07725322,0.0,0.0,0.0,0.03218884,0.042918455,0.021459227,0.08798283,0.04077253,0.0021459227,0.0,0.03218884,0.0,0.03862661,0.015021459,0.0,0.019313306,0.012875536,0.06437768,0.010729614,0.025751073,0.0042918455,0.006437768,0.017167382,0.15879828,0.0021459227,0.0021459227,0.0,0.0,0.010729614,0.012875536,0.06866953,0.008583691,0.31759655,0.010729614,0.0021459227,0.0042918455,0.006437768,0.0,0.0042918455,0.010729614,0.0042918455,0.023605151,0.006437768,0.0042918455,0.034334764,0.019313306,0.0,0.017167382,0.0,0.0,0.010729614,democrats,0.006437768,0.07081545,0.06437768,0.04506438,0.13519314,0.06866953,0.010729614,0.105150215,0.0021459227,0.015021459,0.019313306,0.0021459227,0.0021459227,0.0,0.0021459227,0.07939914,0.055793993,0.0,0.0042918455,0.006437768,0.034334764,RepDarrenSoto12,0.08583691,0.021459227,0.083690986,0.008583691
0.07489879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07489879,0.0,0.0,0.0,0.012145749,0.022267206,0.020242915,0.042510122,0.05668016,0.010121457,0.0,0.050607286,0.0,0.050607286,0.01417004,0.0060728746,0.008097166,0.0020242915,0.042510122,0.010121457,0.034412954,0.004048583,0.010121457,0.008097166,0.13360325,0.02631579,0.004048583,0.034412954,0.0,0.008097166,0.03846154,0.058704454,0.0,0.37044534,0.0060728746,0.004048583,0.010121457,0.0060728746,0.0020242915,0.0020242915,0.012145749,0.010121457,0.032388665,0.010121457,0.012145749,0.0,0.010121457,0.0020242915,0.024291499,0.0020242915,0.0,0.018218623,democrats,0.018218623,0.018218623,0.050607286,0.060728744,0.1437247,0.09311741,0.01417004,0.11336032,0.0,0.008097166,0.010121457,0.004048583,0.010121457,0.0,0.02631579,0.14979757,0.05263158,0.0,0.0060728746,0.0020242915,0.05263158,RepDarrenSoto13,0.09311741,0.022267206,0.034412954,0.004048583
0.08668076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08668076,0.0,0.0,0.0,0.023255814,0.023255814,0.027484143,0.054968286,0.05073996,0.01268499,0.0021141649,0.03805497,0.0,0.044397462,0.01268499,0.0,0.016913319,0.006342495,0.040169135,0.010570824,0.01268499,0.0042283298,0.0084566595,0.0042283298,0.14164905,0.019027485,0.0042283298,0.01268499,0.0,0.006342495,0.033826638,0.07399577,0.0,0.3319239,0.01268499,0.0021141649,0.01268499,0.0021141649,0.0042283298,0.0,0.0042283298,0.006342495,0.014799154,0.0042283298,0.0021141649,0.016913319,0.016913319,0.0042283298,0.016913319,0.0021141649,0.0021141649,0.02536998,democrats,0.01268499,0.03805497,0.063424945,0.057082452,0.14799154,0.07188161,0.0042283298,0.10147992,0.0021141649,0.006342495,0.01268499,0.0,0.0021141649,0.0,0.006342495,0.10782241,0.046511628,0.0,0.006342495,0.0084566595,0.044397462,RepDarrenSoto14,0.10993657,0.02536998,0.042283297,0.014799154
0.08830022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08830022,0.0,0.0,0.0,0.022075055,0.026490066,0.011037528,0.050772626,0.026490066,0.0022075055,0.0022075055,0.057395145,0.0,0.0397351,0.013245033,0.0,0.013245033,0.013245033,0.050772626,0.015452539,0.028697573,0.0,0.004415011,0.0066225166,0.11037528,0.004415011,0.0022075055,0.004415011,0.0,0.004415011,0.015452539,0.059602648,0.0,0.36644593,0.008830022,0.004415011,0.004415011,0.008830022,0.0,0.0022075055,0.013245033,0.011037528,0.01986755,0.0066225166,0.008830022,0.017660044,0.011037528,0.0022075055,0.0022075055,0.0,0.0,0.017660044,democrats,0.008830022,0.048565123,0.041942604,0.050772626,0.1611479,0.07064018,0.015452539,0.10375276,0.0,0.015452539,0.015452539,0.0,0.0022075055,0.0022075055,0.004415011,0.08830022,0.059602648,0.0,0.004415011,0.0022075055,0.037527595,RepDarrenSoto15,0.09271523,0.013245033,0.05518764,0.022075055
0.09126214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09126214,0.0,0.0,0.0,0.031067962,0.04660194,0.025242718,0.06990291,0.048543688,0.009708738,0.0038834952,0.042718448,0.0,0.05631068,0.013592233,0.0,0.0058252425,0.0038834952,0.042718448,0.015533981,0.029126214,0.0058252425,0.011650485,0.0077669905,0.14368932,0.0,0.0038834952,0.0077669905,0.0,0.0038834952,0.017475728,0.0815534,0.0,0.32815534,0.011650485,0.0038834952,0.0038834952,0.009708738,0.0019417476,0.0,0.011650485,0.013592233,0.013592233,0.0019417476,0.0058252425,0.015533981,0.02330097,0.0058252425,0.021359224,0.0019417476,0.0,0.011650485,democrats,0.015533981,0.04660194,0.050485436,0.06407767,0.12427185,0.0776699,0.011650485,0.12038835,0.0038834952,0.009708738,0.015533981,0.0038834952,0.0077669905,0.0019417476,0.0077669905,0.097087376,0.066019416,0.0,0.0038834952,0.0038834952,0.034951456,RepDarrenSoto16,0.10873786,0.033009708,0.04660194,0.009708738
0.08830549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08830549,0.0,0.0,0.0,0.03341289,0.042959426,0.014319809,0.06921241,0.047732696,0.00477327,0.002386635,0.035799522,0.0,0.03341289,0.011933174,0.0,0.014319809,0.00477327,0.050119333,0.023866348,0.023866348,0.0,0.0071599046,0.011933174,0.12171838,0.00477327,0.002386635,0.00954654,0.0,0.002386635,0.011933174,0.06682578,0.0,0.29594272,0.0071599046,0.00477327,0.002386635,0.00477327,0.00477327,0.00477327,0.00954654,0.002386635,0.01909308,0.00477327,0.0,0.011933174,0.016706444,0.002386635,0.014319809,0.00477327,0.0,0.014319809,democrats,0.016706444,0.0548926,0.023866348,0.042959426,0.13603818,0.062052507,0.014319809,0.10501193,0.002386635,0.011933174,0.021479713,0.002386635,0.00954654,0.0,0.0,0.081145585,0.047732696,0.0,0.002386635,0.00477327,0.047732696,RepDarrenSoto17,0.07637232,0.026252983,0.057279237,0.0071599046
0.07943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07943925,0.0,0.0,0.0,0.018691588,0.03271028,0.018691588,0.049065422,0.049065422,0.0070093456,0.0,0.039719626,0.0,0.021028038,0.011682243,0.0023364485,0.011682243,0.0023364485,0.028037382,0.009345794,0.030373832,0.004672897,0.0070093456,0.0023364485,0.098130845,0.009345794,0.004672897,0.0,0.0,0.011682243,0.009345794,0.06775701,0.0023364485,0.29205608,0.009345794,0.009345794,0.0070093456,0.0,0.0,0.0,0.0023364485,0.0023364485,0.011682243,0.011682243,0.004672897,0.009345794,0.009345794,0.004672897,0.014018691,0.0,0.0,0.01635514,democrats,0.01635514,0.03504673,0.01635514,0.044392522,0.13551402,0.056074765,0.0023364485,0.10514019,0.0023364485,0.011682243,0.0070093456,0.004672897,0.004672897,0.0,0.0023364485,0.086448595,0.05373832,0.0,0.0023364485,0.0070093456,0.042056076,RepDarrenSoto18,0.07476635,0.028037382,0.028037382,0.0070093456
0.10483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10483871,0.0,0.0,0.0,0.016129032,0.032258064,0.016129032,0.054435484,0.038306452,0.010080645,0.002016129,0.038306452,0.004032258,0.034274194,0.002016129,0.0,0.008064516,0.014112903,0.054435484,0.02016129,0.03629032,0.0,0.014112903,0.014112903,0.11491936,0.008064516,0.002016129,0.002016129,0.0,0.002016129,0.024193548,0.06653226,0.0,0.3205645,0.002016129,0.0,0.012096774,0.008064516,0.010080645,0.0,0.010080645,0.008064516,0.024193548,0.016129032,0.006048387,0.01814516,0.024193548,0.006048387,0.016129032,0.006048387,0.0,0.02016129,democrats,0.016129032,0.038306452,0.05645161,0.050403226,0.13104838,0.07459678,0.016129032,0.10685484,0.004032258,0.002016129,0.010080645,0.004032258,0.014112903,0.0,0.004032258,0.08064516,0.050403226,0.0,0.0,0.004032258,0.03629032,RepDarrenSoto19,0.10282258,0.022177419,0.050403226,0.012096774
0.08118812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08118812,0.0,0.0,0.0,0.025742574,0.03168317,0.03168317,0.071287125,0.06732673,0.00990099,0.001980198,0.01980198,0.0,0.035643563,0.007920792,0.0,0.013861386,0.0059405942,0.06534653,0.017821781,0.027722772,0.0,0.027722772,0.003960396,0.16039604,0.023762377,0.0,0.003960396,0.0,0.007920792,0.00990099,0.073267326,0.003960396,0.33861387,0.0059405942,0.007920792,0.01980198,0.007920792,0.001980198,0.001980198,0.00990099,0.00990099,0.025742574,0.025742574,0.007920792,0.0059405942,0.023762377,0.003960396,0.021782178,0.0,0.0,0.013861386,democrats,0.013861386,0.04950495,0.06732673,0.051485147,0.16039604,0.07722772,0.00990099,0.15643564,0.001980198,0.001980198,0.013861386,0.003960396,0.003960396,0.0,0.007920792,0.11881188,0.08118812,0.001980198,0.00990099,0.0,0.053465348,RepDarrenSoto20,0.08514851,0.017821781,0.045544554,0.017821781
0.07013575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07013575,0.0,0.0,0.0,0.033936653,0.027149322,0.013574661,0.09276018,0.06561086,0.009049774,0.004524887,0.029411765,0.0,0.020361992,0.018099548,0.013574661,0.0067873304,0.013574661,0.03846154,0.0067873304,0.029411765,0.0067873304,0.0022624435,0.004524887,0.14932127,0.0067873304,0.0022624435,0.0022624435,0.0,0.004524887,0.020361992,0.047511313,0.009049774,0.29185522,0.0067873304,0.004524887,0.011312217,0.0067873304,0.0,0.0,0.009049774,0.0022624435,0.020361992,0.011312217,0.0067873304,0.015837105,0.011312217,0.0022624435,0.033936653,0.0,0.0,0.024886878,democrats,0.009049774,0.05882353,0.0520362,0.047511313,0.14479639,0.06787331,0.022624435,0.115384616,0.0022624435,0.011312217,0.0067873304,0.004524887,0.0022624435,0.0,0.0,0.1040724,0.05882353,0.0,0.0067873304,0.0067873304,0.04524887,RepDarrenSoto21,0.07239819,0.027149322,0.033936653,0.0067873304
0.091533184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091533184,0.0,0.0,0.0,0.018306635,0.022883296,0.020594966,0.06864989,0.025171624,0.009153318,0.004576659,0.04347826,0.0,0.025171624,0.013729977,0.0,0.004576659,0.0,0.022883296,0.0068649887,0.04118993,0.0,0.011441648,0.004576659,0.1006865,0.0022883294,0.004576659,0.013729977,0.0,0.004576659,0.013729977,0.066361554,0.0022883294,0.34324944,0.011441648,0.004576659,0.004576659,0.016018307,0.0068649887,0.0,0.0068649887,0.0,0.016018307,0.020594966,0.004576659,0.018306635,0.009153318,0.0,0.013729977,0.004576659,0.0022883294,0.027459955,democrats,0.013729977,0.05491991,0.0389016,0.045766592,0.1556064,0.061784897,0.0068649887,0.12585813,0.0022883294,0.011441648,0.016018307,0.0022883294,0.004576659,0.004576659,0.004576659,0.06864989,0.075514875,0.0,0.009153318,0.0,0.04347826,RepDarrenSoto22,0.06864989,0.011441648,0.057208236,0.013729977
0.081023455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081023455,0.0,0.0,0.0,0.023454158,0.04477612,0.023454158,0.04904051,0.040511727,0.0021321962,0.0021321962,0.036247335,0.0,0.03837953,0.0063965884,0.0042643924,0.010660981,0.008528785,0.036247335,0.021321962,0.03837953,0.010660981,0.008528785,0.012793177,0.12793177,0.0042643924,0.0021321962,0.0042643924,0.0,0.008528785,0.010660981,0.0554371,0.0042643924,0.3326226,0.0021321962,0.0042643924,0.0063965884,0.0021321962,0.0063965884,0.0,0.0021321962,0.0042643924,0.019189766,0.014925373,0.0063965884,0.012793177,0.023454158,0.0063965884,0.014925373,0.0063965884,0.0,0.02771855,democrats,0.010660981,0.03411514,0.057569295,0.03837953,0.14712153,0.057569295,0.010660981,0.13646056,0.0021321962,0.008528785,0.010660981,0.008528785,0.0042643924,0.0,0.0063965884,0.05970149,0.07675906,0.0,0.0042643924,0.0042643924,0.036247335,RepDarrenSoto23,0.06823028,0.021321962,0.042643923,0.0042643924
0.086448595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086448595,0.0,0.0,0.0,0.023364486,0.03271028,0.004672897,0.06308411,0.046728972,0.0023364485,0.0023364485,0.046728972,0.0,0.037383176,0.014018691,0.0,0.0023364485,0.009345794,0.03271028,0.01635514,0.023364486,0.0023364485,0.0023364485,0.004672897,0.12383178,0.0023364485,0.0,0.0023364485,0.0,0.009345794,0.018691588,0.07009346,0.004672897,0.317757,0.009345794,0.0023364485,0.004672897,0.01635514,0.0023364485,0.0023364485,0.004672897,0.004672897,0.021028038,0.009345794,0.004672897,0.018691588,0.0070093456,0.0,0.004672897,0.0023364485,0.0,0.014018691,democrats,0.004672897,0.058411215,0.046728972,0.049065422,0.14252336,0.07009346,0.014018691,0.10981309,0.0,0.011682243,0.0070093456,0.0,0.0023364485,0.0,0.004672897,0.0724299,0.06542056,0.0,0.014018691,0.0023364485,0.03504673,RepDarrenSoto24,0.086448595,0.021028038,0.037383176,0.004672897
0.0809628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809628,0.0,0.0,0.0,0.037199125,0.032822758,0.01750547,0.07002188,0.04595186,0.0043763677,0.0,0.05689278,0.0021881838,0.030634573,0.0043763677,0.0,0.015317286,0.008752735,0.05032823,0.0,0.024070023,0.0021881838,0.0043763677,0.010940919,0.14223194,0.0021881838,0.0021881838,0.0,0.0,0.013129103,0.013129103,0.0678337,0.0043763677,0.38730854,0.0021881838,0.0,0.013129103,0.008752735,0.0021881838,0.0021881838,0.0065645515,0.008752735,0.030634573,0.008752735,0.0021881838,0.008752735,0.015317286,0.0,0.013129103,0.0,0.0,0.015317286,democrats,0.0021881838,0.05689278,0.059080962,0.059080962,0.17286652,0.08971553,0.008752735,0.12691467,0.0,0.015317286,0.008752735,0.0,0.0,0.0,0.0021881838,0.10284464,0.0678337,0.0,0.010940919,0.0065645515,0.04595186,RepDarrenSoto25,0.072210066,0.026258206,0.039387308,0.015317286
0.09777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09777778,0.0,0.0,0.0,0.015555556,0.04,0.022222223,0.06666667,0.057777777,0.0022222223,0.0022222223,0.053333335,0.0,0.037777778,0.011111111,0.0022222223,0.015555556,0.017777778,0.06666667,0.011111111,0.028888889,0.0044444446,0.006666667,0.011111111,0.13333334,0.0044444446,0.0,0.0,0.0,0.006666667,0.011111111,0.07111111,0.0,0.37555555,0.0044444446,0.0044444446,0.006666667,0.011111111,0.0,0.0044444446,0.006666667,0.0,0.015555556,0.0044444446,0.0,0.022222223,0.022222223,0.0022222223,0.022222223,0.0,0.0,0.024444444,democrats,0.008888889,0.044444446,0.04888889,0.06666667,0.16888888,0.08222222,0.013333334,0.12,0.0,0.011111111,0.015555556,0.008888889,0.0044444446,0.0,0.0,0.09777778,0.064444445,0.0,0.011111111,0.006666667,0.04,RepDarrenSoto26,0.1,0.033333335,0.05111111,0.015555556
