active,adjustment,adventurous,aggressive,agreeableness,ambitious,anxious,artistic,assertive,body_focus,cautious,cheerful,cold,conscientiousness,cooperative,depression,disciplined,dutiful,emotionally_aware,empathetic,energetic,extraversion,family_oriented,food_focus,friend_focus,friendly,generous,genuine,happiness,health_oriented,humble,imaginative,impulsive,independent,insecure,intellectual,leisure_oriented,liberal,melancholy,money_oriented,netspeak_focus,neuroticism,openness,organized,party,persuasive,power_driven,religion_oriented,reward_bias,self_assured,self_conscious,sexual_focus,sociable,social_skills,stressed,thinking_style,trusting,type_a,userid,work_oriented,workhorse
46.7888092562817,83.53637967066607,46.98834033674652,46.53796991116764,8.763139822095175,43.958014330496866,96.05092360151745,76.74317607207824,79.5218630910257,54.700352977435905,93.08510656968163,26.524339946529842,8.702850908904997,92.71336960476758,46.91084719543318,89.75440664863712,78.15687913781225,93.97835225461071,4.807603315630608,9.160568248015624,30.037612054544812,36.91163615365167,34.19629015652019,36.90316610452883,82.21056297648926,19.60158220458901,16.421118939191857,20.372804105671737,13.933884607660493,25.687734709530453,20.640104236823937,35.24794726689047,7.879278025605436,91.82114561413724,27.569314842568268,33.87643450024492,68.2325191583537,59.865047429259306,92.99877315540681,85.5309884276271,45.93394560453454,89.55569816396077,33.425912408537314,87.42244544017065,democrats,94.01355022540169,79.31602630949845,69.94941880465565,10.409641873278238,23.127927272769035,78.48168982689174,99.0,58.11691391877872,55.217695761389855,98.51202612838365,99.0,23.92963515121741,90.04564256195282,RepDarrenSoto0,84.07462308539698,75.72501607948281
43.073815860051496,89.741767817492,34.11060620466992,40.35670015346717,14.069882903736172,49.70029346780552,94.7075419018349,66.14624012135044,73.92541031876736,54.26476022768139,76.23632793026955,37.133594883467154,6.359963371493803,88.97279801557642,53.525666913371836,60.24066862720389,71.86199192752478,96.103880565179,9.143960073332169,12.073813523495643,21.90566404976682,36.19365567191088,50.49953208222238,47.51079251593628,81.6223805088143,27.114492788389484,24.234424462085137,24.66033792278563,20.82235926847712,92.7023504034983,24.767632731418832,33.429314607353916,21.25086997991297,97.38438926612726,27.784059671373253,35.13139701591392,81.62696426563173,26.93414468638939,88.0442875116364,90.35385440226001,37.759753249477285,88.5336986189249,18.6022342609837,77.66058921863451,democrats,90.04165496374958,90.7853127163742,35.14827527205458,19.991596433080808,23.715173743995177,81.03193854260496,38.59850307933812,55.333248383726975,50.091325736340636,97.16739555748462,99.0,22.334561318010532,82.43010774464874,RepDarrenSoto1,84.07462308539698,94.57241657987437
84.27795134526048,99.0,35.51223634018747,30.753213513891556,18.294023139195875,75.6695693537959,74.0742716189538,39.264744947917826,72.40214720963459,26.88932439562619,87.14211854072597,38.11694339903659,6.822083929658002,97.97120391911655,75.51795811628823,23.640037630092586,91.18707315463368,99.0,1.6207627543021286,8.428645705557868,25.701470062625674,70.75797535941753,34.163246634132186,36.90316610452883,30.301344646823317,47.49190130477748,15.324250922067549,56.37590656019195,25.86979724377232,25.687734709530453,12.769972595397157,19.183325846790442,13.560560538116873,96.94640841572179,6.218492378299419,52.68191548886983,72.17926945402395,24.23637051172244,65.73540368770301,88.95697601656082,23.812132689852675,64.9702126803945,6.7092316453654695,87.176642415376,democrats,97.46061379112516,99.0,35.14827527205458,21.3828765597148,23.72182750437291,65.16535309783445,38.59850307933812,89.96318982925612,47.06086791485259,98.33842435598419,99.0,58.62194693694314,95.41490890463767,RepDarrenSoto2,84.07462308539698,95.8880873309779
50.01809924869739,88.8344859010337,46.42268896805055,60.71128889259494,3.721094304601552,81.25753171507228,88.44535281047132,41.0453434904638,82.55295517024744,26.88932439562619,92.52082381471953,21.496930410879624,8.611965635936336,97.79633402739516,58.4498902182565,82.13890955582777,90.17274266089518,97.46173774467103,6.57552369606683,4.947182511428629,12.05109226972825,33.183987002445726,63.42165517525225,67.70020238472863,80.5442808959502,19.41653185214032,5.954808019024889,18.323559956295714,62.70060544666186,40.40382228441169,11.25722235702079,37.646209224970825,11.737523015496349,99.0,25.96297654285728,35.74828461538503,33.099977421243324,15.61540255168912,55.02561865722009,93.45304452511992,23.812132689852675,76.52639533718104,15.273142759035016,87.19853556895396,democrats,91.76665570183566,91.88222197520652,35.14827527205458,19.66902093855219,30.25269535681899,85.8671626273797,38.59850307933812,73.75949327861917,42.31450764393924,95.2859566278796,99.0,39.018214247594194,97.74604294200432,RepDarrenSoto3,84.07462308539698,92.55568312354883
42.21914002934395,95.59786667243172,42.37559675084678,56.62131115475796,36.083123839649865,38.51785446425192,91.5121456778168,60.29198211576129,87.73010905978619,51.048531473996064,89.80519082019327,34.13311889827047,15.149206908724272,94.33928810179569,63.47168896031912,91.19025493490915,73.15427012285774,95.58893381705504,5.345278063744008,26.22772562555153,6.910196535650314,36.79439821651091,47.3051062503981,46.29588985687694,77.1216118083264,24.984520913981434,37.84461382198391,48.58497724276165,20.85251420556618,53.852132038989524,26.947535398052914,51.5525973318334,10.70952686926076,98.07855036112466,35.29563178898843,32.19372083763739,47.550038169604896,20.561305357435945,93.35355175539385,97.96628481647377,36.06982462415613,89.88049339108488,24.85971802980358,94.17643862202199,democrats,92.18955138868326,87.77095436668922,35.14827527205458,5.165515572390573,26.252507995943763,60.63925626111526,38.59850307933812,81.26705489544507,62.96614570485099,99.0,99.0,62.53691602850048,92.40734769552019,RepDarrenSoto4,84.07462308539698,83.82144154191917
52.872485325291244,55.126401700683495,41.84685993362295,50.58351942022426,44.37057714199021,70.14803732487746,89.85094814041231,59.11420222015302,37.59705917821646,92.9232744428747,69.27755948820025,22.39047136373817,30.27131313962778,91.88037785831087,59.3246331311738,88.20567647864577,83.92005263027028,95.90255083941925,3.3028608739677052,13.972488084183485,45.75251925955211,42.93647474097951,46.98485848157911,57.51114003615709,80.13904514319319,24.330688639003935,35.44623157259193,81.00265827680929,23.638313901184453,91.5233531916286,30.635376086856176,28.524244726827153,22.84695546410636,60.36896241397314,24.973714326172164,62.96985587697569,57.969961072655806,68.74227416557683,95.3192926673483,37.445353902486765,23.812132689852675,88.99181021757468,27.674816624315618,76.94515246989707,democrats,94.14221190687785,99.0,90.82111335456096,19.54968697390572,29.595233474724843,65.59959025650147,99.0,95.48515649794238,32.23235148103755,94.56383160261454,98.94090918686385,47.03028592972981,98.60644329549393,RepDarrenSoto5,84.07462308539698,92.42522514890993
80.45988842657619,97.2693042349845,38.80963619553651,42.733755992129666,30.11152540789384,87.31429657030762,72.96652146062806,26.500743210031143,38.25096248179261,26.88932439562619,55.81780325902046,31.615268162947,28.177599314375257,95.37544221002027,68.85634826620256,17.314468027943686,85.24215567810742,97.9249099326174,4.321260297104804,12.89582728083005,52.42308227262631,67.45272653802942,30.20795146026768,36.90316610452883,30.301344646823317,41.721408659210795,21.20668530391862,71.17900657708545,47.37899516441746,90.3901858640911,23.85870829113573,29.596368501180027,34.84667968857301,93.20532858732561,25.950076067972354,54.281559783392815,44.54271199251386,29.073078800003024,22.975576503504463,51.82607054213746,23.812132689852675,47.01507781010259,11.54945466593827,85.44074165163796,democrats,98.43333717628202,97.62422907398394,74.2902168369185,21.909228776737972,26.158140396394977,63.20286250360313,38.59850307933812,96.20960508757341,53.30583862001427,77.88566158272565,99.0,56.075711419448474,98.16994725579944,RepDarrenSoto6,84.07462308539698,98.09765844936732
66.61384933323613,84.14054495615908,52.801965073701375,67.41945339800645,34.0870228807861,51.099009537744855,76.87672668278208,45.91690605624923,79.54373977629294,26.88932439562619,88.05996849160786,32.27871131845436,29.719071410807445,92.87536206260786,53.44330215964366,74.02221817302272,75.01590647307265,96.28654998127844,14.069385220316228,29.196598883039798,49.517877407957855,62.29233651439612,29.604383035457342,48.919643751169744,61.205891334964896,27.91481655978154,44.1215259475334,39.26196215430737,21.406675695483077,25.687734709530453,22.191092755026574,50.19813767907165,16.326083385129348,97.47326747699101,28.131677261633698,40.58554197523523,34.35930911303326,43.006568632388095,63.035649416603576,96.75978282393498,31.35977236927288,80.26905935287144,36.99808620581377,86.1887052091568,democrats,86.14128177645657,45.89672530210764,35.14827527205458,2.5077257400595574,20.322282909934895,67.65472105054668,99.0,84.84210406883896,43.14886420642451,99.0,99.0,51.675864995365416,99.0,RepDarrenSoto7,84.07462308539698,47.19511648698493
42.38718483464111,95.6883042444311,40.994080549527496,22.030085594167506,5.2527566202957425,95.61715217346878,87.25737773489413,38.325875648009024,71.43456472530923,26.88932439562619,79.10946567487035,28.082903452292985,8.590123652504753,99.0,56.86130708387847,39.607768306005,95.9847120842308,98.69611661576842,8.048200353132088,9.307144290391406,20.877909645323474,36.60444836838054,11.046674064098033,80.73839930043998,30.301344646823317,33.5986814629139,8.983259744678838,19.12665191120723,52.7273263129836,98.3197560427981,14.009687895674181,20.36803674682849,28.89892044600228,99.0,9.026288707230915,55.28374543559894,34.15593762906119,40.69817082862414,46.067743733085834,88.5351025281754,23.812132689852675,57.881489745107196,13.752485100179632,90.3779040110267,democrats,91.18668523564664,99.0,35.14827527205458,36.77520396270396,45.27665094387382,76.73147637050158,38.59850307933812,75.86398070970286,57.2354832268894,79.74868716302667,99.0,20.95468218767345,88.38827211515299,RepDarrenSoto8,84.07462308539698,99.0
26.52405909260535,95.70101708140783,40.872780328062085,33.856324685343424,21.04970437700533,75.28859881663212,80.87144859204736,52.15260703546177,66.03364539982185,80.66675953065219,90.23900710436091,23.50536825176533,2.009446410900261,98.21217143377194,59.968998267344475,97.78910980846199,79.37105988465851,97.40015005725417,4.2312030403330585,11.103064933551973,2.1572778423813848,14.738679387715294,57.743454226356974,47.781237228660416,30.301344646823317,20.01009220258721,15.461836844365394,59.87215146900508,11.02800055026145,85.89143655628206,16.62062668867108,28.64386475805258,14.458742743337266,85.98620742292502,13.625778534668925,47.97557868535478,76.18913028000993,30.590275414115172,98.17324288307344,69.97394836752427,23.812132689852675,86.59131236149693,15.76557245374707,92.93223138151646,democrats,98.08047075044486,99.0,92.52790980674573,7.038976472471193,55.89514776882167,64.01536696817712,38.59850307933812,78.46395830907663,73.98967610424616,96.87865624176183,99.0,71.96562409009226,90.47166633994289,RepDarrenSoto9,84.07462308539698,99.0
