active,adjustment,adventurous,aggressive,agreeableness,ambitious,anxious,artistic,assertive,body_focus,cautious,cheerful,cold,conscientiousness,cooperative,depression,disciplined,dutiful,emotionally_aware,empathetic,energetic,extraversion,family_oriented,food_focus,friend_focus,friendly,generous,genuine,happiness,health_oriented,humble,imaginative,impulsive,independent,insecure,intellectual,leisure_oriented,liberal,melancholy,money_oriented,name,netspeak_focus,neuroticism,openness,organized,party,persuasive,power_driven,religion_oriented,reward_bias,self_assured,self_conscious,sexual_focus,sociable,social_skills,stressed,thinking_style,trusting,type_a,work_oriented,workhorse
-2.5129168856394855,1.704768064577838,0.1488621499912383,5.84931448132182,-8.13914759716319,6.386552803846145,7.998925433873421,2.703629898754488,3.5271509234040144,0.15163003,7.121425312585188,-1.8424812843118465,-1.889835608760469,2.607932568723163,3.051260913309372,3.520260868204401,4.023549175648828,2.0982479391812445,-1.9109606307635203,-3.0248658716839243,-1.3231356736977982,0.17570072787453508,3.2723976669764645,0.20849127,0.23692192,0.8507621757000859,-4.0987399758463585,-2.8188683537920545,3.874852284116485,1.3172858,-2.5871469453351406,-1.6120981539005075,-0.4993030784012529,-2.434969759437383,0.9673213874683206,9.065237736716869,0.75815013,-0.2932158938883038,2.374515867301477,1.5731614,AGBecerra,0.06633813599999999,2.386376757496757,-0.03151247382030603,2.392106786737156,democrats,0.5431698668883683,9.090808984394508,0.056861260000000004,-1.2319938999999998,0.6332996280629231,5.510741655569204,0.08529189,4.509460007557341,0.7511565990067783,13.252335599475769,1.7764383931471661,-1.5787518465604362,13.625781305654975,2.5,0.622592840467395
-2.020620262138518,-0.5464903935455998,1.2244180903606747,5.678052453593047,-6.674215233693461,4.27516741244623,5.793930104591421,3.6771000071813287,3.445959451443271,0.39832285,4.411114527390838,-0.3665840593148624,-1.3491421048465742,1.3007845054439227,3.02284692098039,2.4795799271688197,2.6552362544263217,-0.4194168093398414,-0.07848470749802455,-2.5212160694100443,0.7199602339265931,0.680600933133321,3.317285055381351,0.13626834999999998,0.2096436,1.4664687416543731,-3.386759569789614,-2.4029380295021237,3.25875968224304,0.50314465,-2.2177356266565176,-1.3891948877071605,1.2202442141235603,-2.820945392493993,1.1663985570376822,8.694661908674636,0.8700209999999999,0.3177114853003158,2.4904135133942633,1.7085955,AlanGrayson,0.25157232,2.114834276839692,0.6487318200040859,1.1483471685341264,democrats,-0.5656179592287055,6.794702563151683,0.083857443,0.82809225,0.7976247182073839,3.6693997050056053,0.13626834999999998,3.3960777588310007,0.6472225574973333,10.829519546725985,0.5226500855463468,-0.48160524941885763,11.885030786778456,2.5,-3.063279121451718
-1.7730157180907176,3.368769126288303,2.10336867945815,4.179570313792258,-6.830232278659854,7.585875413064732,5.779508819925139,3.328183442571813,2.371037628008314,0.078457745,4.418052667723568,0.5638767814052614,-4.022796022191913,2.4007922635807835,5.007514485184448,0.9696589158615563,3.8260767870009795,2.0585169097754927,-1.3599249098265238,-3.1002577804303066,0.38727319917470815,0.7718090691739224,4.756266748171179,0.033624746999999996,0.21295672999999998,1.8524226582715082,-4.040478739974966,-1.499459139604229,6.320552720542089,0.61645373,-3.437285234734735,-1.8580651454479702,1.1927682914876234,-4.546221075578094,-0.46773159107057216,8.610276847353296,1.1992827,-0.4888574907270815,0.7705946756189301,1.165658,AnthonyBrownMD4,0.25778974,1.72319028576986,0.3505458226767518,1.9305570345638483,democrats,2.811475701198755,9.233057148544153,0.48195473,1.3337818000000004,1.2877087214646128,3.630632676894308,0.05604125,4.349839290729223,1.9616514230879012,9.731893489872572,1.3904052243204295,0.6524865589375652,12.536584828644363,2.5,0.24017852654716298
-1.881260359871043,3.987567124603152,1.3667150045385283,3.352036747214699,-6.287584223326802,5.825873610788978,5.542208682052494,3.3638790144075403,1.9121305675973268,0.12295470000000001,4.962216422496544,-0.4627069033973239,-3.578659776074509,2.5571070077562372,5.287586473381852,1.4644634284376676,4.314870619215339,2.8574981046948897,-1.5512167518210607,-2.868950458715049,-0.5024187665726059,0.4354283895539076,4.539138286422744,0.18916107,0.30265772,1.7892155139528398,-3.9971667784230833,-1.1558525752311677,4.691108651431918,0.63368957,-2.577235122971543,-1.6540539956056792,0.3232642392385253,-3.901410818151568,-0.7053130186168495,8.091220564440569,1.0309278,-0.7642927504741832,1.9065229662701793,0.8417667999999999,AustinScottGA08,0.2648255,1.755679267967923,0.20777225756313733,2.447322430059301,republicans,3.414594662343409,8.868457775877156,0.41615437,0.4539865999999999,0.7677323082831937,3.5525592327881568,0.009458054,4.555014419799173,1.8251092560378932,10.65725783319836,1.8614036583740352,0.24684374769338335,11.853834757884492,2.5,1.6706569449304987
-1.8236490440840352,1.8339945931620567,1.6915803729238728,2.9759533729509973,-8.839900034889197,5.684955613372447,4.135337687284845,4.947516330341113,2.9469895217760502,0.10166046,4.987476929374463,-2.321403981681705,-0.3408760324345873,2.768146134683646,0.7498657401736918,1.5582341933395596,5.431575311069219,2.5711548015865144,0.7292328056388439,-3.4766817671809256,1.1693397811795927,0.2617929020934549,2.0753022791164972,0.22026429999999997,0.10166046,0.7759460035616139,-4.7770653430467185,-2.3042361237010933,3.310752501137034,0.69467975,-2.6897036450223415,-1.5841591026789104,-1.2219564749093066,2.0439968445060215,-0.6552140104065782,8.251352170840583,0.067773636,2.929884463739609,0.14523001117079526,2.5,BankingGOP,0.067773636,0.9879917724569214,1.2404634284965534,2.672107845677984,republicans,-1.573706850403365,9.160478378061168,0.033886818,-0.288038,1.6709394908743642,2.814927006841377,0.016943409,2.310183471368808,0.510391284736167,6.882756928387596,3.6286307168143432,-2.462442330100882,8.549010442970616,2.5,1.4560935051130948
-3.065474169829125,1.691788592611045,1.3324121966298166,5.255846986416512,-7.593807098651996,5.0675736275377155,5.948199010377458,4.104684789744165,2.774521301869917,0.14743464,6.379551295581313,-1.73812929420121,-1.8309087098068093,2.3203918371662566,2.578389333468108,3.6326827380200224,3.8800447050624793,1.5550173007348822,-0.8631983966148045,-3.02156476321208,-0.9423120845779143,-0.1261510582567815,4.1424929101211205,0.26538235000000004,0.31452724,0.9242400710284941,-4.173044139933953,-2.0389514731333396,2.997997603473718,0.66837035,-2.7696387230740305,-1.6788873941832791,-0.7852083963650914,-1.8483298190708979,0.39202812591729197,8.42210115733914,1.1106743000000001,0.8982920366818872,3.090152315758089,1.3465697,BennieGThompson,0.22606645,1.9772734489003096,0.5967762767149352,2.123223372563883,democrats,0.3235563461123796,8.202291982267866,0.19657951999999998,-0.07863180000000014,1.1503365917933024,3.4684265438224995,0.10811874,3.0798854414422396,0.890445622374169,11.25573502858656,1.994726655146319,-1.1697569773885435,12.499012791705946,2.5,0.14310832209452962
-3.219718684610601,2.276197962562389,0.5619337895149861,5.322753758452524,-8.01562106642721,6.278447724078191,5.656330076060192,2.713282581658438,3.564585917143698,0.11410097,6.677472818264425,-1.4764916365013026,-1.8616667359587395,2.7087981494068494,2.388345519935399,3.302751922707297,4.025257535425405,1.7062639179536752,-0.9417974501147357,-3.2046602171824174,-1.757712048865759,-0.057776468856848534,3.7673779338214195,0.2567272,0.2567272,1.2407618292841829,-4.4164720205475785,-2.263474889167495,3.472691646114387,1.4167538,-2.9008994401652513,-1.7776278384339732,-0.7245769054875661,-2.1019330449396967,0.011500697401471527,8.45153799510106,1.0554341,0.1332453297529559,2.5541427677369963,1.721023,BettyMcCollum04,0.21869354,1.899301151965457,0.10926983212783987,2.6328813806523153,democrats,1.0960408063714193,9.509817623809203,0.33279452000000004,-0.3518114000000001,2.013151772928098,3.330003413883629,0.028525243000000002,3.229844964428034,1.734228502267362,11.568627209892163,1.9800773214162337,-0.3430682672729044,12.721880729294075,2.5,1.2192385607450384
-3.244881831923508,0.42724268006357535,0.48372706217105754,7.647063809487538,-8.589447569135318,5.3692177528080585,6.927186052684634,3.7148140715843807,3.7440203723707546,0.28732968,6.6807621746304875,-1.8391927097120204,-1.6714053364433643,2.202414443734073,1.5306461159927016,4.064211097753703,3.540003406087402,0.729553626634053,-1.1745382422284543,-3.1475464918385003,-1.5467200816731952,-0.08225279002580746,3.6446807005261026,0.2039114,0.28732968,0.910852906262458,-4.33054903798382,-2.889697319587513,3.028974050849973,0.8156456,-3.009592453192649,-1.485636738062317,-0.0332682928451043,-3.234217032399277,1.1458920515678517,8.739999307624775,1.0102883,-0.6553334607797687,3.381744891177571,2.0576512,BillPascrell,0.0556122,2.5525061452060744,0.22996760647495954,2.3383846231725793,democrats,-0.07235692046856534,8.635510364860941,0.30586708,0.1390305999999999,1.0290961160723482,4.812095945218525,0.0185374,3.280500650046898,1.1395291587897844,13.3400915594752,1.0047898061898293,-1.2205192043039477,15.135561387252325,2.5,0.45069982124404784
-2.2891902383742675,2.1094535916274113,2.100278157516723,3.8589694490749227,-8.17073315244625,7.161948626630916,4.732138266275018,4.15500752214991,2.9398473912953347,0.14303422999999998,4.72166786730403,-1.2556331216887697,-2.074020088859897,2.8436391367312033,1.9210348066151297,1.5193602258317416,4.538997213089478,2.8014241520860845,-1.6177002189175425,-3.4214991462504845,2.2732452647012416,0.5753854845246239,2.60694010274554,0.41956709999999997,0.27653284,1.2252696904556806,-4.6774468868316355,-1.7205702821677056,4.451735271139379,0.7437779999999999,-3.546550148042879,-1.829271032368391,0.11726649636874203,-1.743245438265077,-1.5783835064545961,8.70576825915592,1.0012397,3.6751917563985486,1.071071188374615,1.4875559999999999,BobbyScott,0.14303422999999998,1.4420757166024487,1.005892180095158,2.586891642959641,democrats,-0.07960129003494132,9.676386058541055,0.41956709999999997,0.6102793999999999,2.002151846641756,2.827345551814881,0.44817394000000005,3.046393614783261,1.4402428641376286,8.844822941539821,2.7810199024190685,-1.0122906907682876,10.776564810096481,2.5,-0.7503258591075821
-3.129015441110229,1.0013192837911462,0.878628108895729,5.457399566655409,-7.550134560121479,4.553269254574001,6.329068104333426,3.764797756362208,3.2457083843208294,0.11178389,6.214117930921148,-1.9196628410068328,-1.4066019592698011,2.1534981022436512,2.7649899933801114,3.4738011623469855,3.9095720275213006,1.490006544380007,-0.37497791148479054,-2.858540337143028,-1.254666347640813,-0.08890082917450667,2.955158156149603,0.14904517,0.36329762,0.9003102885093759,-4.129681017231843,-2.2128137065525135,3.164107188584177,0.58686538,-2.206493142428055,-1.253756950694644,-0.6578628956499734,-2.5340529441994413,0.6590402622586309,8.314895927708411,0.5682347299999999,-0.34595278752488,2.7647778054745493,1.4718211,BradSherman,0.11178389,2.082305753079655,0.5083158425832068,2.0499927157743656,democrats,0.07709621223318541,7.798836437282404,0.37261294,-0.13041449999999988,0.5165078550195896,4.185231475265244,0.027945972000000003,3.50801780524955,0.8264824734221539,11.775564842760724,1.8386472786436299,-1.52802985480357,12.21568730810408,2.5,0.335167395269763
